pergunta,resposta,id,data
Serve na bre58a?,"Olá, boa noite! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB29176649,11/08/2025
Para finalizar a compra?,Serve sim,MLB29176649,11/08/2025
Serve na BRE57AKANA?,"Olá, boa tarde! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB29176649,11/08/2025
Bom dia vc tem kit fusível térmico + 2 sensores sensor do desgelo da Consul CRM56? Obrigado,"Olá, bom dia! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB29176649,02/08/2025
serve na Bre50nrana70?,"Olá, boa noite! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB29176649,02/08/2025
Bom dia vc tem kit fusível térmico + 2 sensores sensor térmico da Consul CRM56? Obrigado,"Olá, bom dia! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB29176649,02/08/2025
"Boa tarde, é compatível com o REFRIG. BRASTTEM BRY59AE 220V?","Olá, boa tarde! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB29176649,26/07/2025
Vc tem o damper difusor Brastemp modelo w10257451,Não temos no momento,MLB29176649,20/07/2025
"Boa tarde,serve no modelo BRE50NRANA90 ?","Olá, boa tarde! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB29176649,20/07/2025
Obrigado,Magina,MLB29176649,20/07/2025
"Obrigado,fiz a compra",Fico a disposição,MLB29176649,20/07/2025
Boa noite é compatível com Brastemp inverse Bre57akbna20,"Olá, boa noite! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB29176649,13/07/2025
Boa noite é compatível com Brastemp inverse,"Olá, boa noite! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB29176649,13/07/2025
Compatível com a BR080AKANA70?,"Olá, boa noite! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB29176649,13/07/2025
Vc tem sensor temperatura da geladeira Brastemp BRG43ABANA ?·,Boa tarde! Não vamos ter no momento,MLB29176649,03/07/2025
É da Whirlpool???,Isso mesmo,MLB29176649,13/06/2025
Qual é a marca ?,Boa noite! É original da Brastemp,MLB29176649,13/06/2025
"Boa noite, compatível com a geladeira Brastemp modelo brm29erbna 220v?","Olá, boa noite! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB29176649,11/06/2025
E vc tem o izopor da Brastemp Brm39e,Infelizmente vou ficar te devendo,MLB29176649,09/06/2025
"Esqueci de adicionar o izopor, tem como adicionar nos outros produtos que comprei hoje?",Boa noite! Não é possível,MLB29176649,09/06/2025
Bom dia. É compatível com o modelo bre57abana30,"Olá, bom dia! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB29176649,09/06/2025
sua compra chegou em POA! informaremos a hora de chegada! isso foi 7hs manhã,"Pode chegar até 21:00, se passar disso, provavelmente será reagendada para amanhã.",MLB29176649,21/05/2025
"Prezado, é compatível com BRM50BANA?","Olá, boa noite! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB29176649,21/05/2025
ok ! obrigado,"Magina, fico a disposição!",MLB29176649,21/05/2025
"comprei no full , me falaram q iriam me informar o horario de chegada hoje ! até agora nada ! preciso do produto para h.",Boa noite! Qual é a informação que aparece no detalhe da compra?,MLB29176649,21/05/2025
Bom tarde E compatível com a geladeira Brastemp BRE80ARANA ?,"Olá, boa tarde! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB29176649,19/05/2025
Compatível com a BRY59A?,"Boa noite! Os sensores é compatível! Só não consegui confirmar o fusível térmico. Mas como é padrão das geladeiras, é pra ser compatível também.",MLB29176649,16/05/2025
serve no BRE50NKBNA01?,"Olá, boa tarde! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB29176649,15/05/2025
E 5 k o sensor degelo ?,Bom dia! Sim o sensor deste kit é de 5K. Obrigado!,MLB47628868,25/11/2025
Consegue da MABE REMB420?,Boa noite! Desculpa ainda não temos para o seu modelo. Obrigado!,MLB47628868,17/10/2025
Olá... Serve para Bosch KDV 47 220V,"Boa noite! Sim é compatível com o seu modelo KDV47, a voltagem é escolha na hora da compra. Obrigado!",MLB47628868,29/09/2025
Boa trd! Serve pra modelo Rgs1951YRB . Geladeira in-genious,"Boa tarde! Este modelo não consta na nossa relação, não é compatível, desculpa não poder atendê-lo.",MLB47628868,19/09/2025
Como faço para instalar? Tem alguma foto ou vídeo?,"Bom dia! Desculpa não tem, este produto precisa ser instalar por um técnico, caso não seja colocado no lugar correto não irá funciona. Obrigado!",MLB47628868,02/09/2025
Bosch kdn42 rede degelo + sensor temperatura 127v ?,Bom dia! Sim este kit é compatível com o seu modelo kdn42. Obrigado!,MLB47628868,02/09/2025
Boa tarde amigo serve para geladeira ge frost free in genious,"Olá, eu preciso saber o modelo que fica atrás do seu refrigerador em uma etiqueta branca. Fico no aguardo obrigado!",MLB47628868,28/08/2025
Serve para geladeira continental frost free massima rfct 515,Bom dia! Sim este kit é compatível com o seu modelo RFCT515. Obrigado!,MLB47628868,22/08/2025
Esse produto não serve na Tc 56 ?,Boa tarde! Desculpa não temos para o seu modelo. Obrigado!,MLB47628868,19/08/2025
Esse produto serve pra para a geladeira RCT 5000 continental,Boa tarde! Sim este kit é compatível com o seu modelo RFCT500. Obrigado!,MLB47628868,19/08/2025
Como faz a instalação? É plug and play? Minha é kdn50 e 127 volts,"Bom dia! Sim este kit é compatível com o seu modelo kdn50, este produto é bivolt os plugs são iguais o do seu refrigerador. Obrigado!",MLB47628868,04/08/2025
Esse kit serve na geladeira continental modelo TC 41 voltagem 220?,"Bom dia! Não serve, o modelo que vc precisa não temos, desculpa não poder atendê-lo.",MLB47628868,03/08/2025
Serve Bosh ksu44?,Boa tarde! Sim este kit é compatível com o seu modelo ksu44. Obrigado!,MLB47628868,27/07/2025
Serve na RFCT500MDA1IN/04,Bom dia! Sim este kit do anuncio é compatível com o seu modelo RFCT500. Obrigado!,MLB47628868,23/07/2025
este kit e 127v?,"Boa tarde! Sim 127v, obrigado!",MLB47628868,23/07/2025
Bom dia esse sensor e compatível refrigerador Mabe RMB420,"Boa tarde! Desculpa, não temos para o seu modelo Mabe RMB420. Obrigado!",MLB47628868,22/07/2025
Você vende o isopor do Rebs44ff?,"Boa tarde! isolação não trabalhamos, desculpa não poder atendê-lo. Obrigado!",MLB47628868,13/07/2025
"Oi, o meu refrigerador é o REBS44FF. Não tem os caracteres a seguir conforme está na sua descrição. É compatível?","Sim, o refrigerador REBS44FF é compatível com o Kit Resistência Sensor Fusível Geladeira Continental Bosch, conforme mencionado na descrição do produto. Se precisar de mais informações, estou à disposição!",MLB47628868,13/07/2025
É compatível com a Bosch inteligent Frost Free 44 modelo REBS49WD,Boa tarde! Desculpa não temos para o seu modelo. Obrigado!,MLB47628868,11/07/2025
É compatível com a geladeira Bosh REBS49ff,"Bom dia! Desculpa, não temos para o seu modelo. Obrigado!",MLB47628868,11/07/2025
Bom dia ela serve pra Bosch KDN43,Bom dia! Sim este kit do anuncio é compatível com o seu modelo KDN43. Obrigado!,MLB47628868,10/07/2025
Digitei errado. É kdn42,Sim é compatível com KDN42. Obrigado!,MLB47628868,25/06/2025
Preciso do kit para geladeira bosch kdn52 220v. Esse serve?,Bom dia Eron. Não é compatível e não temos para o seu modelo.,MLB47628868,25/06/2025
Acabei de fazer a compra. Preciso que A Resistência de degelo seja em 127v obrigado.,Boa noite! Sim ela é 127v. Obrigado!,MLB47628868,19/06/2025
Queria saber se eles são de 5k ou 2.5k? E se serve pra Ge rfge 710,Boa noite! O sensor que vem junto com este kit é de 5k. Obrigado!,MLB47628868,19/06/2025
Boa noite este kit sensor de desgelos serve pra continental RFCT515 /127V Estou precisando,"Bom dia Moises. Sim, este kit sensor, fusível e resistência do dreno é compatível com o modelo Continental RFCT515 127V.",MLB47628868,18/06/2025
Não tem 127,"Bom dia Jesse. Esse kit é 127V, o 220V acabou.",MLB47628868,18/06/2025
Bom dia serve pra modelo rfct450 127vlt?,Bom dia! Sim é compatível para o seu modelo rfct450. Obrigado!,MLB47628868,16/06/2025
BOM DIA E COMPATIVEL COM A GELADEIRA BOSCH KDN47 127V?,"Sim, este kit sensor, fusível e resistência do dreno é compatível com o modelo Bosch KDN47 127V. Se precisar de mais informações, estou à disposição!",MLB47628868,07/06/2025
"A minha geladeira é continental e na etiqueta está RFCT 450/455/500/515/800, 127 v, é compatível?",Bom dia! Sim este kit é compatível com o seu modelo. Obrigado!,MLB47628868,29/05/2025
Tem só a resistência?,"Olá, desculpa a demora em responder, temos sim https://www.mercadolivre.com.br/resistencia-degelo-refrigerador-consul-frost-free-360l/up/MLBU598123121 Aguardamos sua compra e permanecemos à sua disposição!",MLB45162470,16/10/2025
Serve pra Geladeira DFN52?,Olá sim é compatível com o seu modelo. Obrigada,MLB44240832,06/10/2025
Os sensores ambos são de 10k ? Teria somente os sensores? Obrigado,sim sim,MLB44240832,18/08/2025
Serve pra Geladeira DFN52?,Olá sim é compatível com o seu modelo. Obrigada,MLB49608815,06/10/2025
Os sensores ambos são de 10k ? Teria somente os sensores? Obrigado,sim sim,MLB49608815,18/08/2025
"Boa tarde, essa peça atende ao corolla xei 1.8 2001 ? Preciso saber se essa peça e do sensor da ventoinha superior","Olá, no momento não estamos disponíveis para atendimento. Por favor, verifique se a sua dúvida não está respondida na descrição do anúncio ou na seção “Perguntas e Respostas”. Dúvidas frequentes já estão respondidas, mas caso a sua dúvida persista, por favor nos retorne no horário comercial. Horário de atendimento: Segunda a Sexta dás 08 às 17 horas e aos Sábados dás 08 às 11 horas. Teremos prazer em lhe atender e esclarecer todas as suas dúvidas. Atenciosamente, equipe de vendas",MLB50808218,09/11/2025
Serve corola 1.8 2009,"Olá, no momento não estamos disponíveis para atendimento. Por favor, verifique se a sua dúvida não está respondida na descrição do anúncio ou na seção “Perguntas e Respostas”. Dúvidas frequentes já estão respondidas, mas caso a sua dúvida persista, por favor nos retorne no horário comercial. Horário de atendimento: Segunda a Sexta dás 08 às 17 horas e aos Sábados dás 08 às 11 horas. Teremos prazer em lhe atender e esclarecer todas as suas dúvidas. Atenciosamente, equipe de vendas",MLB50808218,09/11/2025
"boa, tudo bem? Será se vc teria o conector que encaixa nele?","Olá, no momento não estamos disponíveis para atendimento. Por favor, verifique se a sua dúvida não está respondida na descrição do anúncio ou na seção “Perguntas e Respostas”. Dúvidas frequentes já estão respondidas, mas caso a sua dúvida persista, por favor nos retorne no horário comercial. Horário de atendimento: Segunda a Sexta dás 08 às 17 horas e aos Sábados dás 08 às 11 horas. Teremos prazer em lhe atender e esclarecer todas as suas dúvidas. Atenciosamente, equipe de vendas",MLB50808218,25/10/2025
Serve no Corolla 2008/2009 automático 1.8?,"Olá, no momento não estamos disponíveis para atendimento. Por favor, verifique se a sua dúvida não está respondida na descrição do anúncio ou na seção “Perguntas e Respostas”. Dúvidas frequentes já estão respondidas, mas caso a sua dúvida persista, por favor nos retorne no horário comercial. Horário de atendimento: Segunda a Sexta dás 08 às 17 horas e aos Sábados dás 08 às 11 horas. Teremos prazer em lhe atender e esclarecer todas as suas dúvidas. Atenciosamente, equipe de vendas",MLB50808218,13/09/2025
Qual cidade vocês são?,"Olá, no momento não estamos disponíveis para atendimento. Por favor, verifique se a sua dúvida não está respondida na descrição do anúncio ou na seção “Perguntas e Respostas”. Dúvidas frequentes já estão respondidas, mas caso a sua dúvida persista, por favor nos retorne no horário comercial. Horário de atendimento: Segunda a Sexta dás 08 às 17 horas e aos Sábados dás 08 às 11 horas. Teremos prazer em lhe atender e esclarecer todas as suas dúvidas. Atenciosamente, equipe de vendas",MLB50808218,28/08/2025
Vcs tem para o Ford Focus 2016 motor sigma,Boa tarde ! não trabalhamos com esta linha,MLB50808218,06/08/2025
Ok obrigado vou comprar,"Olá, no momento não estamos disponíveis para atendimento. Por favor, verifique se a sua dúvida não está respondida na descrição do anúncio ou na seção “Perguntas e Respostas”. Dúvidas frequentes já estão respondidas, mas caso a sua dúvida persista, por favor nos retorne no horário comercial. Horário de atendimento: Segunda a Sexta dás 08 às 17 horas e aos Sábados dás 08 às 11 horas. Teremos prazer em lhe atender e esclarecer todas as suas dúvidas. Atenciosamente, equipe de vendas",MLB50808218,19/06/2025
Chassi 9BR72ZEC488716209,"Olá, tudo bem? Sim, se aplica perfeitamente",MLB50808218,19/06/2025
"Bom dia,, talvez não soube perguntar, é corola fielder xei flex aut 2008",Boa tarde. Se aplica perfeitamente,MLB50808218,19/06/2025
Boa tarde é compativem com corola fielder 2008 flex,Boa tarde ! Se aplica perfeitamente em seu estoque,MLB50808218,18/06/2025
"Ola, sabe me dizer qual sensor é esse npc ou ptc ?","Olá, no momento não estamos disponíveis para atendimento. Por favor, verifique se a sua dúvida não está respondida na descrição do anúncio ou na seção “Perguntas e Respostas”. Dúvidas frequentes já estão respondidas, mas caso a sua dúvida persista, por favor nos retorne no horário comercial. Horário de atendimento: Segunda a Sexta dás 08 às 17 horas e aos Sábados dás 08 às 11 horas. Teremos prazer em lhe atender e esclarecer todas as suas dúvidas. Atenciosamente, equipe de vendas",MLB50808218,07/05/2025
Vem quantas unidades no kit ?,10 unidades.,MLB54464066,13/09/2025
Produto original da Brastemp,"Olá, isso mesmo.",MLB54464066,03/09/2025
Serve na brastemp bre50nkbna01 parece que o modelo da minha sao 3 sensores voces tem como saber?,"Bom dia! É compatível sim, mas só vai da pra trocar dois sensores e o fusível térmico.",MLB35055120,25/09/2025
ol serve na Brastemp BRE57AKANA20,"Olá, boa tarde! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB35055120,25/09/2025
Boa noite é compativel brastemp brm50nbana.,"Olá, boa noite! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB35055120,23/09/2025
Bom dia ele e degelo?,Bom dia! Ambos servem para degelo e temperatura,MLB35055120,21/09/2025
Tem diferença qual vai no congelador,Bom dia! Ambos servem para degelo e temperatura,MLB35055120,21/09/2025
Bom dia serve para geladeira cônsul fria free CRM37EBANA,Bom dia! Não é compatível,MLB35055120,22/08/2025
Os encaixe e igual,É sim!,MLB35055120,18/08/2025
Serve pra geladeira Brastemp ative modelo BRM 48 NBANA,"Olá, boa tarde! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB35055120,18/08/2025
Blz. Obrigado,Fico a disposição!,MLB35055120,13/08/2025
Original como anunciado?,Boa tarde! É original sim,MLB35055120,13/08/2025
Excelente. Realizei a compra e espero poder consertar a geladeira e guardar as Picanhas de novo. Obrigado pela rapidez no atendimento.,"Vai dar tudo certo amigo, fico a disposição!",MLB35055120,11/08/2025
Boa noite serve na brastemp brm48NBANA?,"Olá, boa noite! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB35055120,11/08/2025
Serve na bre58a?,"Olá, boa noite! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB35055120,11/08/2025
Para finalizar a compra?,Serve sim,MLB35055120,11/08/2025
Serve na BRE57AKANA?,"Olá, boa tarde! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB35055120,11/08/2025
Bom dia vc tem kit fusível térmico + 2 sensores sensor do desgelo da Consul CRM56? Obrigado,"Olá, bom dia! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB35055120,02/08/2025
serve na Bre50nrana70?,"Olá, boa noite! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB35055120,02/08/2025
Bom dia vc tem kit fusível térmico + 2 sensores sensor térmico da Consul CRM56? Obrigado,"Olá, bom dia! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB35055120,02/08/2025
"Boa tarde, é compatível com o REFRIG. BRASTTEM BRY59AE 220V?","Olá, boa tarde! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB35055120,26/07/2025
Vc tem o damper difusor Brastemp modelo w10257451,Não temos no momento,MLB35055120,20/07/2025
"Boa tarde,serve no modelo BRE50NRANA90 ?","Olá, boa tarde! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB35055120,20/07/2025
Obrigado,Magina,MLB35055120,20/07/2025
"Obrigado,fiz a compra",Fico a disposição,MLB35055120,20/07/2025
Boa noite é compatível com Brastemp inverse Bre57akbna20,"Olá, boa noite! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB35055120,13/07/2025
Boa noite é compatível com Brastemp inverse,"Olá, boa noite! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB35055120,13/07/2025
Compatível com a BR080AKANA70?,"Olá, boa noite! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB35055120,13/07/2025
Vc tem sensor temperatura da geladeira Brastemp BRG43ABANA ?·,Boa tarde! Não vamos ter no momento,MLB35055120,03/07/2025
É da Whirlpool???,Isso mesmo,MLB35055120,13/06/2025
Qual é a marca ?,Boa noite! É original da Brastemp,MLB35055120,13/06/2025
"Boa noite, compatível com a geladeira Brastemp modelo brm29erbna 220v?","Olá, boa noite! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB35055120,11/06/2025
E vc tem o izopor da Brastemp Brm39e,Infelizmente vou ficar te devendo,MLB35055120,09/06/2025
"Esqueci de adicionar o izopor, tem como adicionar nos outros produtos que comprei hoje?",Boa noite! Não é possível,MLB35055120,09/06/2025
Bom dia. É compatível com o modelo bre57abana30,"Olá, bom dia! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB35055120,09/06/2025
sua compra chegou em POA! informaremos a hora de chegada! isso foi 7hs manhã,"Pode chegar até 21:00, se passar disso, provavelmente será reagendada para amanhã.",MLB35055120,21/05/2025
"Prezado, é compatível com BRM50BANA?","Olá, boa noite! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB35055120,21/05/2025
ok ! obrigado,"Magina, fico a disposição!",MLB35055120,21/05/2025
"comprei no full , me falaram q iriam me informar o horario de chegada hoje ! até agora nada ! preciso do produto para h.",Boa noite! Qual é a informação que aparece no detalhe da compra?,MLB35055120,21/05/2025
Bom tarde E compatível com a geladeira Brastemp BRE80ARANA ?,"Olá, boa tarde! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB35055120,19/05/2025
Compatível com a BRY59A?,"Boa noite! Os sensores é compatível! Só não consegui confirmar o fusível térmico. Mas como é padrão das geladeiras, é pra ser compatível também.",MLB35055120,16/05/2025
serve no BRE50NKBNA01?,"Olá, boa tarde! É compatível com o seu modelo, aguardo a sua compra! Att: Severtech Refrigeração",MLB35055120,15/05/2025
Bom dia estou precisando só do sensor Eletrico de Oleo sem o cabo você tem,"Bom dia! Infelizmente não temos, apenas o completo. Obrigado pela pergunta!",MLB59557798,02/06/2025
Oi bom dia a numeração da minha peça e 085-0162-00 vc teria está compro completo sem problemas,Bom dia! Infelizmente não temos o modelo 085-0162-00.,MLB59557798,02/06/2025
Então a minha geladeira os sensores são de 10k O modelo da minha geladeira Electrolux DFX50,Observe os conectores destas duas opções de anuncio: https://www.mercadolivre.com.br/rede-sensor-degelo-electrolux-df80x-df80-di80x-64501590/up/MLBU3244925672?pdp_filters=item_id:MLB5440837758 https://www.mercadolivre.com.br/rede-sensor-degelo-electrolux-df80-di80-di80x-70294643/up/MLBU3239217877?pdp_filters=item_id:MLB5440949344,MLB29273044,06/10/2025
Então os conectores estão certo mais tem que ser de 10k 110vt compatível com modelo DFX50 ELECTROLUX... observação não pode ser o sensor de 5k se não vai dar problema tem que ser o sensor de 10k se tiver pode mandar o link pra mim fazer a compra...,Ambos os anúncios são 10K. Mas os conectores não são idênticos se observar com atenção.,MLB29273044,06/10/2025
Essa e a de 5k... Vcs tem a de 10k ?,"Olá, Manuel! Agradecemos seu contato Sim, temos também a versão de 10k, que corresponde aos modelos SWR008, SWR010 e SWR011. É importante apenas verificar o tipo de conector e a posição dos fusíveis, pois os quatro modelos são visualmente semelhantes — as diferenças estão exatamente nesses detalhes e no tipo de sensor. Atenciosamente, Equipe VC ECOMMERCE.",MLB29273044,06/10/2025
Obrigado! Poderia colocar o link aqui dos dois? Vocês teriam também os adaptadores 1/4 (F) para 1/8 (F) NPT?,"Olá, segue o link do 1/8 em aço: https://produto.mercadolivre.com.br/MLB-4100982635-tampo-bujo-rosca-18-npt-aco-din906-kit-05-unid-_JM Agora segue o link do adaptador: https://produto.mercadolivre.com.br/MLB-3925290203-prolongador-pmolde-18npt-macho-x-14-bsp-femea-50mm-aco-_JM",MLB37503674,25/09/2025
Vcs tem para 5000 psi?,"Bom dia Claudio Temos esse anúncio 1/8 NPT de inox, suporta de 3000 a 4000 psi. Temos em aço carbono que suporta de 4000 a 5000 psi. Estamos a disposição!! Grato",MLB37503674,25/09/2025
Cnpj no nome da empresa vc faz? Nao e cnpj da minha conta.,"Olá, Sim, emito nota fiscal com o CNPJ no nome da empresa, conforme o seu cadastro no mercado livre. Aguardamos sua compra e permanecemos à sua disposição!",MLB37503674,22/08/2025
Bom dia. Vcs tiram nota fiscal sem cpf ou cnpj?,"Bom dia a gente emite nota para CPF e CNPJ, ai depende do seu cadastro no mercado livre",MLB37503674,22/08/2025
"Bom dia, tudo bem? Ele e compativel com a geladeira panasonic NB BT47BF2WA ?","bom dia! Sim, é compativel",MLB39375734,08/10/2025
Digitei errado. Na verdade o código é NR BT47BD2WA,serve,MLB39375734,08/10/2025
Ola esse kit serve no modelo NR-BT41,Bom dia! Serve perfeitamente para o seu modelo. Att POLAR PEÇAS,MLB39375734,16/06/2025
Bom dia! Serve no modelo nr-bb52pv2wa?,Boa tarde! Serve sim. Att Polar peças,MLB39375734,28/05/2025
Bom dia ! Serve no modelo NR-BT47BD2W ?,Bom dia! Serve perfeitamente no seu modelo. Att POLAR PEÇAS,MLB39375734,27/05/2025
É compatível com NR-BT42BV1XB ? Panasonic,"boa tarde! Sim, é comparivel",MLB39375734,09/05/2025
"Acabei de comprar essas pecas, mas preciso tambem do sensor de temperatura. Vc tem ele separado?",Boa tarde! Segue o link https://produto.mercadolivre.com.br/MLB-1784441323-sensor-temperatura-freezer-geladeira-panasonic-original-_JM,MLB39375734,09/05/2025
"Olá, eu fiz a compra desse anunvio e está previsto para chegar segunda feira. Vc nao consegue colocar o sensor térmico no mesmo pacote? Esta me cobrando mais 20,00 de envio.","Não consigo, pois seu pedido ja foi despachado aqui",MLB39375734,09/05/2025
"Olá boa tarde, compatível com o modelo MR-BT40BD1WA ?","Boa tarde! Sim, é compatível. Att Polar peças",MLB39375734,05/05/2025
Quero 10 tem como,"Olá , nossos atendentes estão fazendo o possível para te atender o quanto antes, verifique se a sua dúvida não está respondida na descrição do anúncio ou também na seção “Perguntas e Respostas”, muitas dúvidas frequentes já estão respondidas lá, caso tenha mais dúvidas estaremos disponível em horário comercial.",MLB40440505,27/11/2025
Serve no modelo Consul CRD37EBBNA,"Olá, boa tarde! O produto do anúncio é compatível com seu refrigerador. Aguardamos a sua compra! - GELMAQ PARTS",MLB40440505,18/11/2025
Tem lado positivo e negativo,Boa tarde VAED ! Nos informe o modelo descrito na etiqueta colada atrás do refrigerador. Att. - GELMAQ PARTS,MLB40440505,18/11/2025
É compativel com a CRD49ABBNA40??,"Olá , nossos atendentes estão fazendo o possível para te atender o quanto antes, verifique se a sua dúvida não está respondida na descrição do anúncio ou também na seção “Perguntas e Respostas”, muitas dúvidas frequentes já estão respondidas lá, caso tenha mais dúvidas estaremos disponível em horário comercial.",MLB40440505,17/11/2025
Serve na Geladeira Consul CRD37EBANA.,Olá RICARDO LOJA! O produto do anúncio é compatível com seu refrigerador. Aguardamos a sua compra! - GELMAQ PARTS,MLB40440505,12/11/2025
Ola boa tarde Este sensor temperatura da certo geladeira Consul modelo CRD36GBANA40,"Olá, bom dia! Sim, serve. Aguardamos a sua compra! - GELMAQ PARTS",MLB40440505,12/11/2025
Serve na Consul CRD37EBANA.,"Olá, boa tarde! O produto do anúncio é 100% compatível com a sua lavadora. Aguardamos a sua compra! - GELMAQ PARTS",MLB40440505,12/11/2025
Bom dia comprei sensor de temperatura veio um cabo iphone no lugar,"Olá , nossos atendentes estão fazendo o possível para te atender o quanto antes, verifique se a sua dúvida não está respondida na descrição do anúncio ou também na seção “Perguntas e Respostas”, muitas dúvidas frequentes já estão respondidas lá, caso tenha mais dúvidas estaremos disponível em horário comercial.",MLB40440505,21/10/2025
