texto,nota,id,data
Muito bom.,5,MLB37909894,30 set. 2025
"Bom para um produto de entrada, não espere imagens 100% nitidas, mas iniciar na gravação de vídeos em movimento (bicicleta, moto, etc) atende pelo valor.",4,MLB37909894,15 out. 2025
"Ótima , só e meio embaçado pra baixar os vídeos pro cll , mas de resto e top.",5,MLB37909894,27 out. 2025
Excelente câmera tem uma qualidade de filmagem que eu não esperava um ângulo de filmagem grande principalmente para distância curtas realmente e o que nessesitava distância curtas mas imagens ampla.,5,MLB37909894,04 nov. 2025
"As imagens são horriveis , qualidade ruim.",1,MLB37909894,10 nov. 2025
Avaliação 1 de 5,enganoso.,MLB37909894,É útil
Vou usar pela primeiro vês.,5,MLB37930540,16 ago. 2025
"Comprei, e testei. Subi a serra rio do rastro, e a filmagem saiu muito boa. Coloquei em cima do meu capacete. Custo benefício aprovado. Não deixou nada a desejar a uma gopro. Até para passar para o celular, é fácil e rapido.",5,MLB37930540,23 ago. 2025
Quebra o galho.,4,MLB37930540,10 set. 2025
Muito bom.,5,MLB37930540,30 set. 2025
"Bom para um produto de entrada, não espere imagens 100% nitidas, mas iniciar na gravação de vídeos em movimento (bicicleta, moto, etc) atende pelo valor.",4,MLB37930540,15 out. 2025
"Ótima , só e meio embaçado pra baixar os vídeos pro cll , mas de resto e top.",5,MLB37930540,27 out. 2025
Excelente câmera tem uma qualidade de filmagem que eu não esperava um ângulo de filmagem grande principalmente para distância curtas realmente e o que nessesitava distância curtas mas imagens ampla.,5,MLB37930540,04 nov. 2025
"As imagens são horriveis , qualidade ruim.",1,MLB37930540,10 nov. 2025
Avaliação 1 de 5,enganoso.,MLB37930540,É útil
Igual original.,5,MLB51341607,30 set. 2025
Deu certinho e parece ser original.,5,MLB51341607,24 nov. 2025
"A câmera é elogiada por cumprir sua função e oferecer boa qualidade de imagem pelo preço, sendo especialmente apreciada para gravações subaquáticas.",5,MLB39334116,20 nov. 2025
Terrível o produto. Grava 2 a 4 minutos no máximo e trava a gravação não conseguindo reproduzir mais. Qualidade da imagem não chega nem a ser vga e anunciam como 4k. Nota zero pro produto.,1,MLB39334116,06 abr. 2023
Vou usar pela primeiro vês.,5,MLB37934921,16 ago. 2025
"Comprei, e testei. Subi a serra rio do rastro, e a filmagem saiu muito boa. Coloquei em cima do meu capacete. Custo benefício aprovado. Não deixou nada a desejar a uma gopro. Até para passar para o celular, é fácil e rapido.",5,MLB37934921,23 ago. 2025
Quebra o galho.,4,MLB37934921,10 set. 2025
Muito bom.,5,MLB37934921,30 set. 2025
"Bom para um produto de entrada, não espere imagens 100% nitidas, mas iniciar na gravação de vídeos em movimento (bicicleta, moto, etc) atende pelo valor.",4,MLB37934921,15 out. 2025
"Ótima , só e meio embaçado pra baixar os vídeos pro cll , mas de resto e top.",5,MLB37934921,27 out. 2025
Excelente câmera tem uma qualidade de filmagem que eu não esperava um ângulo de filmagem grande principalmente para distância curtas realmente e o que nessesitava distância curtas mas imagens ampla.,5,MLB37934921,04 nov. 2025
"As imagens são horriveis , qualidade ruim.",1,MLB37934921,10 nov. 2025
Avaliação 1 de 5,enganoso.,MLB37934921,É útil
"A câmera é elogiada por cumprir sua função e oferecer boa qualidade de imagem pelo preço, sendo especialmente apreciada para gravações subaquáticas.",5,MLB37934556,20 nov. 2025
Terrível o produto. Grava 2 a 4 minutos no máximo e trava a gravação não conseguindo reproduzir mais. Qualidade da imagem não chega nem a ser vga e anunciam como 4k. Nota zero pro produto.,1,MLB37934556,06 abr. 2023
Sensacional essa câmera. Estabilização de imagem muito boa pra gravar videos de bike e o modulo de lente fica perfeito pra gravar videos em 9:16 pega uma boa quantia de imagem. Muito top a camera.,5,MLB38220541,21 nov. 2025
Qualidade 100%.,5,MLB38220541,21 nov. 2025
Incrível! adorei.,5,MLB38220541,22 nov. 2025
,5,MLB38220541,17 out. 2025
,5,MLB38220541,19 nov. 2025
"A câmera é amplamente elogiada pela sua qualidade de imagem e estabilização, sendo considerada a melhor câmera de ação do mercado. Além disso, é vista como um excelente investimento para capturar esportes e atividades ao ar livre, com funcionalidades que agradam tanto iniciantes quanto usuários experientes.",5,MLB38220541,20 nov. 2025
"Minha segunda gopro, comprado pela influência de minha irmã que tem duas, uma versão 3 e outra 4, que fazem imagens fantásticas e dificilmente tem uma diferença visual de imagem e vídeos, exceto pela tecnologia embarcada extrema que as mais novas sao sistematicamente melhores.",5,MLB38220541,11 out. 2025
O material é suporte resistente e de ótima qualidade.,5,MLB37155132,01 jul. 2025
Muito bom.,5,MLB37155132,07 jul. 2025
Suporte atende em locais onde precisamos fixar a câmera e não tem onde. Funciona muito bem para locais com pé direito duplo.,5,MLB37155132,01 out. 2025
Sensacional essa câmera. Estabilização de imagem muito boa pra gravar videos de bike e o modulo de lente fica perfeito pra gravar videos em 9:16 pega uma boa quantia de imagem. Muito top a camera.,5,MLB37809340,21 nov. 2025
Qualidade 100%.,5,MLB37809340,21 nov. 2025
Incrível! adorei.,5,MLB37809340,22 nov. 2025
,5,MLB37809340,17 out. 2025
,5,MLB37809340,19 nov. 2025
"A câmera é amplamente elogiada pela sua qualidade de imagem e estabilização, sendo considerada a melhor câmera de ação do mercado. Além disso, é vista como um excelente investimento para capturar esportes e atividades ao ar livre, com funcionalidades que agradam tanto iniciantes quanto usuários experientes.",5,MLB37809340,20 nov. 2025
"Minha segunda gopro, comprado pela influência de minha irmã que tem duas, uma versão 3 e outra 4, que fazem imagens fantásticas e dificilmente tem uma diferença visual de imagem e vídeos, exceto pela tecnologia embarcada extrema que as mais novas sao sistematicamente melhores.",5,MLB37809340,11 out. 2025
Sensacional essa câmera. Estabilização de imagem muito boa pra gravar videos de bike e o modulo de lente fica perfeito pra gravar videos em 9:16 pega uma boa quantia de imagem. Muito top a camera.,5,MLB39387743,21 nov. 2025
Qualidade 100%.,5,MLB39387743,21 nov. 2025
Incrível! adorei.,5,MLB39387743,22 nov. 2025
,5,MLB39387743,17 out. 2025
,5,MLB39387743,19 nov. 2025
"A câmera é amplamente elogiada pela sua qualidade de imagem e estabilização, sendo considerada a melhor câmera de ação do mercado. Além disso, é vista como um excelente investimento para capturar esportes e atividades ao ar livre, com funcionalidades que agradam tanto iniciantes quanto usuários experientes.",5,MLB39387743,20 nov. 2025
"Minha segunda gopro, comprado pela influência de minha irmã que tem duas, uma versão 3 e outra 4, que fazem imagens fantásticas e dificilmente tem uma diferença visual de imagem e vídeos, exceto pela tecnologia embarcada extrema que as mais novas sao sistematicamente melhores.",5,MLB39387743,11 out. 2025
"Me surpreendi com a qualidade, excepcional!!!.",5,MLB38733558,05 jul. 2025
Suporte absolutamente robusto e confiável.,5,MLB38733558,07 ago. 2025
Muito bom!! vale a pena.,5,MLB38733558,10 out. 2025
"Cumpre o que promete, usei na osmo pocket 3 do lado de fora do carro com medo mas deu certo! gruda mesmo!!!.",5,MLB38733558,23 out. 2025
Bom.,5,MLB38733558,31 out. 2025
Avaliação 5 de 5,"construção,",MLB38733558,É útil
Amei.,5,MLB59555824,11 nov. 2025
Atende perfeitamente. Boa qualidade.,5,MLB59712073,08 nov. 2025
Sensacional essa câmera. Estabilização de imagem muito boa pra gravar videos de bike e o modulo de lente fica perfeito pra gravar videos em 9:16 pega uma boa quantia de imagem. Muito top a camera.,5,MLB38853172,21 nov. 2025
Qualidade 100%.,5,MLB38853172,21 nov. 2025
Incrível! adorei.,5,MLB38853172,22 nov. 2025
,5,MLB38853172,17 out. 2025
,5,MLB38853172,19 nov. 2025
"A câmera é amplamente elogiada pela sua qualidade de imagem e estabilização, sendo considerada a melhor câmera de ação do mercado. Além disso, é vista como um excelente investimento para capturar esportes e atividades ao ar livre, com funcionalidades que agradam tanto iniciantes quanto usuários experientes.",5,MLB38853172,20 nov. 2025
"Minha segunda gopro, comprado pela influência de minha irmã que tem duas, uma versão 3 e outra 4, que fazem imagens fantásticas e dificilmente tem uma diferença visual de imagem e vídeos, exceto pela tecnologia embarcada extrema que as mais novas sao sistematicamente melhores.",5,MLB38853172,11 out. 2025
"Perfeito otima qualidade, parabens.",5,MLB33267825,03 mai. 2025
"Ainda não instalei, mas parece ser muito boa.",5,MLB47079858,25 mar. 2025
Bom 👍.,5,MLB47079858,02 mai. 2025
Top.,5,MLB47079858,05 set. 2025
Muito bom.,5,MLB47079858,04 out. 2025
Ótima.,5,MLB47079858,04 out. 2025
Muito boa.,5,MLB47079858,09 nov. 2025
Avaliação 4 de 5,designe,MLB47079858,É útil
Top.,5,MLB36053267,11 out. 2025
A melhor compra que fiz nos últimos dias.,5,MLB48656643,07 out. 2025
"Atendeu minha necessidade. So o som que nao e bom, mas isso não me atrapalha.",5,MLB48656643,27 out. 2025
"Imagem muito nítida, da pra se comunicar , direcionar a imagem, tem sensor de movimento! top.",5,MLB48656643,09 nov. 2025
"Estou me adaptando ao produto, tenho outra câmera similar que acho um pouco mais pratica.",4,MLB48656643,23 nov. 2025
Ótima qualidade de imagem.,5,MLB48656643,05 out. 2025
Avaliação 5 de 5,de,MLB48656643,É útil
"Vou levar ao assistente tecnico habilitado pela dji para fazer teste e instalar no meu air 2s, depois retorno para comentar.",5,MLB31036138,06 out. 2025
Bom.,5,MLB31036138,17 nov. 2025
Não é bom só não devolvi porque na hora de encaixar já quebrou as travinhas.,1,MLB42430644,26 jul. 2023
Serviu.,4,MLB42430644,21 out. 2025
"A cafeteira é elogiada por seu design atraente e excelente custobenefício, sendo considerada uma boa opção para quem busca praticidade.",5,MLB44642381,20 nov. 2025
"O produto e muito bom, só que quando comprei perguntou sobre a voltagem 110v ou 220v, sendo que não tem nada haver com energia.",4,MLB44642381,16 jan. 2025
"A cafeteira é elogiada por sua praticidade, facilidade de uso e capacidade de manter o café quente por até 4 horas. O design moderno e a ausência de jarra de vidro são características apreciadas, tornandoa uma escolha popular tanto para uso doméstico quanto em escritórios. Além disso, a programação automática e a qualidade do café preparado são frequentemente destacadas como pontos positivos.",5,MLB35953314,20 nov. 2025
"A cafeteira é muito boa, funciona muito bem. Estamos usando a 2 semanas por enquanto eu indicaria. Alguns detalhes achei ruim. - o tamanho do filtro, quando fazemos a quantidade máxima de café, é um pouco pequeno e não comporta a quantidade de pó que colocaríamos normalmente fazendo com que o café fique mais fraco. Se colocar mais, ele transborda o filtro depositando pó dentro do café. Vira uma bagunça. - quando o café termina, ela não desliga automaticamente o que seria muito útil (desliga quando completa o tempo pré determinado). - quando retiramos o último café, ao terminar o café do reservatório o corta pingos falha e o café escore pela parede da cafeteira e o botão. Estes são alguns cuidados para que devem tomar. Mas em geral a melhor cafeteira que já tivemos.",4,MLB35953314,15 abr. 2020
"A cafeteira é elogiada por seu design atraente e excelente custobenefício, sendo considerada uma boa opção para quem busca praticidade.",5,MLB21032142,20 nov. 2025
"O produto e muito bom, só que quando comprei perguntou sobre a voltagem 110v ou 220v, sendo que não tem nada haver com energia.",4,MLB21032142,16 jan. 2025
"A cafeteira é elogiada por sua praticidade, facilidade de uso e capacidade de manter o café quente por até 4 horas. O design moderno e a ausência de jarra de vidro são características apreciadas, tornandoa uma escolha popular tanto para uso doméstico quanto em escritórios. Além disso, a programação automática e a qualidade do café preparado são frequentemente destacadas como pontos positivos.",5,MLB26144261,20 nov. 2025
"A cafeteira é muito boa, funciona muito bem. Estamos usando a 2 semanas por enquanto eu indicaria. Alguns detalhes achei ruim. - o tamanho do filtro, quando fazemos a quantidade máxima de café, é um pouco pequeno e não comporta a quantidade de pó que colocaríamos normalmente fazendo com que o café fique mais fraco. Se colocar mais, ele transborda o filtro depositando pó dentro do café. Vira uma bagunça. - quando o café termina, ela não desliga automaticamente o que seria muito útil (desliga quando completa o tempo pré determinado). - quando retiramos o último café, ao terminar o café do reservatório o corta pingos falha e o café escore pela parede da cafeteira e o botão. Estes são alguns cuidados para que devem tomar. Mas em geral a melhor cafeteira que já tivemos.",4,MLB26144261,15 abr. 2020
"A cafeteira é elogiada por seu design atraente e excelente custobenefício, sendo considerada uma boa opção para quem busca praticidade.",5,MLB28969239,20 nov. 2025
"O produto e muito bom, só que quando comprei perguntou sobre a voltagem 110v ou 220v, sendo que não tem nada haver com energia.",4,MLB28969239,16 jan. 2025
"A cafeteira é elogiada por sua praticidade e eficiência, sendo ideal para o uso diário e fácil de limpar. O desempenho é considerado excelente, com um expresso saboroso e rápido de preparar. Além disso, o design é apreciado por sua beleza e funcionalidade, tornandose uma aquisição valiosa para muitos.",5,MLB41981012,20 nov. 2025
"Vou relatar minha experiencia com a maquina. Tenho tambem em casa uma gaggia cardorna prestige que custa o dobro do valor da phillips ep1220. Porem a ep1220 supera pelo custo x beneficio, ela faz o que tem de fazer que é café, vc paga por isso. A gaggia eu tenho opção de 16 bebidas que nao uso nem 15 dessas opções. O sabor do café da phillips usando o mesmo café em graos da mesma marca fica identico as duas. Em resumo eu comprei a ep1220 para quando eu tiver que fazer manutenção em uma a outra fica no lugar pra suprir minha necessidade. A gaggia tem apenas 1 ano de garantia, a phillips tem 2. 5 anos. Então para você que quer apenas um café saboroso seja ele expresso ou café normal, sem duvidas a ep 1220 vale a pena, cumpre o que promete. To super satisfeito com a maquina.",5,MLB41981012,07 dez. 2023
"A cafeteira portátil é elogiada pela sua boa qualidade e praticidade, sendo ideal para quem mora sozinho ou para viagens. O sabor do café é destacado como excelente, superando até métodos tradicionais. Além disso, o design é considerado bonito e o material resistente, embora alguns mencionem que o tamanho pode ser menor do que o esperado.",5,MLB50878143,20 nov. 2025
"É bonitinha, faz realmente um café gostoso, mas é fake em se tratando do tamanho, pois comprei a de 6 xícaras, que mal dá pra 2 xícaras e das bem pequenas, uma pena!.",4,MLB50878143,30 jan. 2023
"A cafeteira é elogiada por sua praticidade, facilidade de uso e capacidade de manter o café quente por até 4 horas. O design moderno e a ausência de jarra de vidro são características apreciadas, tornandoa uma escolha popular tanto para uso doméstico quanto em escritórios. Além disso, a programação automática e a qualidade do café preparado são frequentemente destacadas como pontos positivos.",5,MLB28454175,20 nov. 2025
"A cafeteira é muito boa, funciona muito bem. Estamos usando a 2 semanas por enquanto eu indicaria. Alguns detalhes achei ruim. - o tamanho do filtro, quando fazemos a quantidade máxima de café, é um pouco pequeno e não comporta a quantidade de pó que colocaríamos normalmente fazendo com que o café fique mais fraco. Se colocar mais, ele transborda o filtro depositando pó dentro do café. Vira uma bagunça. - quando o café termina, ela não desliga automaticamente o que seria muito útil (desliga quando completa o tempo pré determinado). - quando retiramos o último café, ao terminar o café do reservatório o corta pingos falha e o café escore pela parede da cafeteira e o botão. Estes são alguns cuidados para que devem tomar. Mas em geral a melhor cafeteira que já tivemos.",4,MLB28454175,15 abr. 2020
"A cafeteira é elogiada por sua praticidade e eficiência, sendo ideal para o uso diário e fácil de limpar. O desempenho é considerado excelente, com um expresso saboroso e rápido de preparar. Além disso, o design é apreciado por sua beleza e funcionalidade, tornandose uma aquisição valiosa para muitos.",5,MLB42130954,20 nov. 2025
"Vou relatar minha experiencia com a maquina. Tenho tambem em casa uma gaggia cardorna prestige que custa o dobro do valor da phillips ep1220. Porem a ep1220 supera pelo custo x beneficio, ela faz o que tem de fazer que é café, vc paga por isso. A gaggia eu tenho opção de 16 bebidas que nao uso nem 15 dessas opções. O sabor do café da phillips usando o mesmo café em graos da mesma marca fica identico as duas. Em resumo eu comprei a ep1220 para quando eu tiver que fazer manutenção em uma a outra fica no lugar pra suprir minha necessidade. A gaggia tem apenas 1 ano de garantia, a phillips tem 2. 5 anos. Então para você que quer apenas um café saboroso seja ele expresso ou café normal, sem duvidas a ep 1220 vale a pena, cumpre o que promete. To super satisfeito com a maquina.",5,MLB42130954,07 dez. 2023
"A cafeteira é elogiada por seu design atraente e excelente custobenefício, sendo considerada uma boa opção para quem busca praticidade.",5,MLB29611859,20 nov. 2025
"O produto e muito bom, só que quando comprei perguntou sobre a voltagem 110v ou 220v, sendo que não tem nada haver com energia.",4,MLB29611859,16 jan. 2025
"A cafeteira é elogiada por sua praticidade e eficiência, sendo ideal para o uso diário e fácil de limpar. O desempenho é considerado excelente, com um expresso saboroso e rápido de preparar. Além disso, o design é apreciado por sua beleza e funcionalidade, tornandose uma aquisição valiosa para muitos.",5,MLB41304401,20 nov. 2025
